Key,Source,Context,Changes,English,French,German,Klingon,Spanish
overheatedTooltip,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter.","Vous souffrez d'hyperthermie. Reposez-vous, trouvez de l'eau ou abritez-vous.","Du bist überhitzt. Ruhe dich aus, finde Wasser oder einen Unterschlupf.",,Te estás sobrecalentando. Descansa y busca agua o un refugio.
radiation,buffs,Buff,KgNone,Deadly Radiation,Radiations mortelles,Tödliche Strahlung,,Radiación letal
radiationDesc,buffs,Buff,KgNone,You have entered a Deadly Radiation zone!,Vous pénétrez dans une zone de radiations mortelles !,Du hast eine Zone mit tödlicher Strahlung betreten!,,¡Has entrado en una zona de Radiación letal!
radiationTooltip,buffs,Buff,KgNone,You have entered a Deadly Radiation zone!,Vous pénétrez dans une zone de radiations mortelles !,Du hast eine Zone mit tödlicher Strahlung betreten!,,¡Has entrado en una zona de Radiación letal!
redTeaCooling,buffs,Buff,KgNone,Cool Drink,Boisson fraîche,Kühles Getränk,,Bebida fría
redTeaCoolingDesc,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.
redTeaCoolingTooltip,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.
shotgunWound,buffs,Buff,KgNone,Winded,Essoufflement,Harter Treffer,,Agitado
shotgunWoundDesc,buffs,Buff,KgNone,That knocked the wind right out of you!,Ça vous a coupé le souffle !,Da bleibt dir aber die Luft weg!,,¡Eso te dejó sin aliento!
shotgunWoundTooltip,buffs,Buff,KgNone,Oof! That knocked the wind right out of you!,Aïe ! Ça vous a coupé le souffle !,Uff! Da bleibt dir aber die Luft weg!,,¡Uuf! ¡Eso te dejó sin aliento!
sickDrunk,buffs,Buff,KgNone,Sick Drunk,Ivresse extrême,Sternhagelvoll,,Muy borracho
sickDrunkDesc,buffs,Buff,KgNone,You are extremely drunk. There may be a duration but you can't figure it out.,"Vous êtes extrêmement ivre. Les effets ont une durée limitée, mais vous ne la connaissez pas.","Du bist extrem betrunken. Dies hält vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Estás extremadamente borracho. Puede que solo sea durante un rato, pero no sabes cuánto durará."
sickDrunkTooltip,buffs,Buff,KgNone,You are extremely drunk.,Vous êtes extrêmement ivre.,Du bist extrem betrunken.,,Estás extremadamente borracho.
sleeping,buffs,Buff,KgNone,Resting,Repos,Ausruhen,,Descansando
sleepingAwesome,buffs,Buff,KgNone,Resting,Repos,Ausruhen,,Descansando
sleepingAwesomeDesc,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.
sleepingAwesomeTooltip,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.
sleepingDesc,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.
sleepingTooltip,buffs,Buff,KgNone,You are resting. Health and stamina recover faster when resting.,"Vous vous reposez. Lors du repos, la santé et l'endurance remontent plus rapidement.","Du ruhst dich aus. Gesundheit und Ausdauer erholen sich schneller, wenn du dich ausruhst.",,Estás descansando. Recuperas salud y resistencia con mayor rapidez cuando estás descansando.
smell,buffs,Buff,KgNone,Emitting Smell,Odeur,Stinkende Last,,Emanando olor
smellDesc,buffs,Buff,KgNone,You are carrying something that smells and attracts zombies. Store it in a container.,Vous portez quelque chose dont l'odeur attire les zombies. Placez-le dans un espace de stockage.,"Du trägst etwas bei dir, das stinkt und Zombies anzieht. Bewahre es in einem Behälter auf.",,Llevas algo que emana un olor y atrae a los zombis. Guárdalo en un recipiente.
smellTooltip,buffs,Buff,KgNone,You are carrying something that smells and attracts zombies. Store it in a container.,Vous portez quelque chose dont l'odeur attire les zombies. Placez-le dans un espace de stockage.,"Du trägst etwas bei dir, das stinkt und Zombies anzieht. Bewahre es in einem Behälter auf.",,Llevas algo que emana un olor y atrae a los zombis. Guárdalo en un recipiente.
smelly,buffs,Buff,KgNone,Smelly,Puanteur,Stinker,,Apestoso
smellyDesc,buffs,Buff,KgNone,You stink.,Vous puez.,Du stinkst.,,Apestas.
smellyTooltip,buffs,Buff,KgNone,You stink.,Vous puez.,Du stinkst.,,Apestas.
splintedLeg,buffs,Buff,KgNone,Splinted Leg,Jambe sous attelle,Geschientes Bein,,Pierna entablillada
splintedLegDesc,buffs,Buff,KgNone,Your leg is splinted. Give it time to heal. Avoid jumping from heights as splints do not protect against reinjuring your leg.,Votre jambe porte une attelle. Laissez-lui le temps de guérir. Évitez de sauter de haut car les attelles ne vous protègent pas contre de nouvelles blessures à la jambe.,"Dein Bein ist geschient. Gib ihm Zeit zum Heilen. Vermeide es, von Höhen herabzuspringen, denn Schienen schützen dein Bein nicht vor einer neuen Verletzung.",,Tu pierna está entablillada. Dale tiempo para que se cure. Evita saltar desde sitios altos ya que usar una tablilla no quiere decir que no te puedas volver a lastimar la pierna.
splintedLegTooltip,buffs,Buff,KgNone,Your leg is splinted. Give it time to heal.,Votre jambe porte une attelle. Laissez-lui le temps de guérir.,Dein Bein ist geschient. Gib ihm Zeit zum Heilen.,,Tu pierna está entablillada. Dale tiempo para que se cure.
sprainedLeg,buffs,Buff,KgNone,Sprained Leg,Entorse à la jambe,Verstauchtes Bein,,Esguince
sprainedLegDesc,buffs,Buff,KgNone,Your leg is sprained and slowing you down. You should craft and apply a splint to heal it.,Vous souffrez d'une entorse à la jambe qui vous ralentit. Vous devriez fabriquer une attelle et la poser pour la soigner.,"Dein Bein ist verstaucht und macht dich langsamer. Du solltest eine Schiene fertigen und verwenden, damit es heilen kann.",,Tu esguince te está ralentizando. Deberías fabricar una tablilla y colocártela para que se cure.
sprainedLegTooltip,buffs,Buff,KgNone,Your leg is sprained. You need a splint to heal it faster.,Vous souffrez d'une entorse à la jambe. Il vous faut une attelle pour la soigner plus vite.,"Dein Bein ist verstaucht. Du brauchst eine Schiene, damit es schneller heilt.",,Tienes un esguince. Necesitas una tablilla para que se cure más rápido.
steroids,buffs,Buff,KgNone,Steroids,Stéroïdes,Steroide,,Esteroides
steroidsDesc,buffs,Buff,KgNone,Reduces swelling and suppresses the symptoms of infection.,Réduit le gonflement et contient les symptômes de l'infection.,Verringert Schwellungen und unterdrückt die Symptome von Infektionen.,,Reducen la hinchazón y eliminan los síntomas de la infección.
steroidsTooltip,buffs,Buff,KgNone,Reduces swelling and suppresses the symptoms of infection.,Réduit le gonflement et contient les symptômes de l'infection.,Verringert Schwellungen und unterdrückt die Symptome von Infektionen.,,Reducen la hinchazón y eliminan los síntomas de la infección.
stewWarming,buffs,Buff,KgNone,A nice hot stew,Un bon ragoût bien chaud,"Ein guter, warmer Eintopf.",,Un rico estofado.
stewWarmingDesc,buffs,Buff,KgNone,Just the thing to warm you up on a cold winter's nights.,Idéal pour se réchauffer lors des longues soirées d'hiver.,"Genau das Richtige, um dich in einer kalten Winternacht aufzuwärmen.",,Perfecto para calentarte en las frías noches invernales.
stewWarmingTooltip,buffs,Buff,KgNone,"Your heart, soul, and the rest of you already feel warmer.","Votre cœur, votre âme et votre corps sont déjà réchauffés.","Dein Herz, deine Seele und der Rest von dir fühlen sich bereits wärmer.",,"Sientes más calidez en el corazón, alma y cuerpo."
stunned,buffs,Buff,KgNone,Stunned,Étourdissement,Gelähmt,,Aturdido
stunnedDesc,buffs,Buff,KgNone,You are stunned,Vous subissez un étourdissement.,Du bist gelähmt.,,Estás aturdido.
stunnedTooltip,buffs,Buff,KgNone,You are stunned,Vous subissez un étourdissement.,Du bist gelähmt.,,Estás aturdido.
thirsty,buffs,Buff,KgNone,Thirsty,Soif,Durstig,,Sediento
thirsty2,buffs,Buff,KgNone,Dehydrated,Déshydratation,Dehydriert,,Deshidratado
thirstyDesc,buffs,Buff,KgNone,You are thirsty. Drink fluids.,Vous avez soif. Buvez.,Du bist durstig. Trinke Flüssigkeit.,,Tienes sed. Bebe líquidos.
thirstyTooltip,buffs,Buff,KgNone,You are thirsty. Drink fluids.,Vous avez soif. Buvez.,Du bist durstig. Trinke Flüssigkeit.,,Tienes sed. Bebe líquidos.
warmByFire,buffs,Buff,KgNone,Warmed By A Fire,Chaleur du feu,Vom Feuer gewärmt,,El fuego te calienta
warmByFireDesc,buffs,Buff,KgNone,You feel warm by the fire.,Le feu vous réchauffe.,Das Feuer wärmt dich.,,Estás calentito junto al fuego.
warmByFireTooltip,buffs,Buff,KgNone,You feel warm by the fire.,Le feu vous réchauffe.,Das Feuer wärmt dich.,,Estás calentito junto al fuego.
wellness,buffs,Buff,KgNone,Gain Wellness,Gain en bien-être,Erhalte Wohlbefinden,,Aumenta el bienestar
wellnessDesc,buffs,Buff,KgNone,You are gaining health.,Votre santé s'améliore.,Du erhältst Gesundheit.,,Estás recobrando salud.
wellnessSmallGain,buffs,Buff,KgNone,Wellness Improved,Bien-être augmenté,Wohlbefinden hat sich verbessert,,Bienestar mejorado
wellnessSmallGainDesc,buffs,Buff,KgNone,Your wellness has improved.,Votre bien-être a augmenté.,Dein Wohlbefinden hat sich verbessert.,,Tu bienestar ha mejorado.
wellnessSmallGainTooltip,buffs,Buff,KgNone,Your wellness has improved.,Votre bien-être a augmenté.,Dein Wohlbefinden hat sich verbessert.,,Tu bienestar ha mejorado.
wellnessTooltip,buffs,Buff,KgNone,You are gaining health.,Votre santé s'améliore.,Du erhältst Gesundheit.,,Estás recobrando salud.
wet,buffs,Buff,KgNone,Wetness,Humidité,Nässe,,Mojado
wetDesc,buffs,Buff,KgNone,You are wet which will make you colder. This may or may not be a good thing.,"L'humidité va vous refroidir. Cela peut être une bonne chose, ou pas.","Du bist nass, wodurch dir kälter wird. Das kann eine gute Sache sein. Oder auch nicht.",,"Estás mojado, lo que te hace estar frío. Esto puede ser algo bueno, o todo lo contrario"
wetTooltip,buffs,Buff,KgNone,You are wet.,Vous êtes humide.,Du bist nass.,,Estás mojado.
yuccaJuiceCooling,buffs,Buff,KgNone,Cool Drink,Boisson fraîche,Kühles Getränk,,Bebida fría
yuccaJuiceCoolingDesc,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.
yuccaJuiceCoolingTooltip,buffs,Buff,KgNone,You feel cooler.,Vous avez moins chaud.,Du fühlst dich kühler.,,Te sientes más fresco.
wellnessDecreased,buffs,Tooltip,KgNone,Wellness ({0}): Maximum health and stamina cap decreased to {1},Bien-être ({0}) : santé et endurance maximales réduites de {1},Wohlbefinden ({0}): Obergrenze für maximale Gesundheit und Ausdauer ist auf {1} gesunken,,Bienestar ({0}): La salud máxima y el límite de resistencia se han reducido a {1}.
wellnessIncreased,buffs,Tooltip,KgNone,Wellness (+{0}): Maximum health and stamina cap increased to {1},Bien-être (+{0}) : santé et endurance maximales augmentées de {1},Wohlbefinden (+{0}): Obergrenze für maximale Gesundheit und Ausdauer ist auf {1} gestiegen,,Bienestar (+{0}): La salud máxima y el límite de resistencia han aumentado a {1}.
animalBear,entityclasses,Entity,KgNone,Bear,Ours,Bär,,Oso
animalChicken,entityclasses,Entity,KgNone,Chicken,Poulet,Huhn,,Pollo
animalPig,entityclasses,Entity,KgNone,Pig,Porc,Schwein,,Cerdo
animalRabbit,entityclasses,Entity,KgNone,Rabbit,Lapin,Hase,,Conejo
animalStag,entityclasses,Entity,KgNone,Stag,Cerf,Hirsch,,Ciervo
animalZombieDog,entityclasses,Entity,KgNone,Zombie Dog,Chien enragé,Zombie-Hund,,Perro zombi
sc_General,entityclasses,Entity,KgNone,Supply Crate,Caisse de provisions,Vorratskiste,,Caja de suministros
zombieArlene,entityclasses,Entity,KgNone,Putrid Girl,Fille putride,Verfaultes Mädchen,,Niña putrefacta
zombieBoe,entityclasses,Entity,KgNone,Infected Survivor,Survivant infecté,Infizierter Überlebender,,Sobreviviente infectado
zombieBurnt,entityclasses,Entity,KgNone,Burn Victim,Calciné,Brandopfer,,Víctima quemada
zombieDarlene,entityclasses,Entity,KgNone,Decayed Mother,Mère décomposée,Verweste Mutter,,Madre podrida
zombieFatCop,entityclasses,Entity,KgNone,Infected Policeman,Policier infecté,Infizierter Polizist,,Policía infectado
zombieJoe,entityclasses,Entity,KgNone,Festering Cadaver,Cadavre purulent,Eitrige Leiche,,Cadáver descompuesto
zombieMarlene,entityclasses,Entity,KgNone,Departed Woman,Défunte,Verstorbene Frau,,Mujer difunta
zombieMoe,entityclasses,Entity,KgNone,Bloated Walker,Rôdeur obèse,Aufgedunsener Streuner,,Caminante hinchado
zombieNurse,entityclasses,Entity,KgNone,Plagued Nurse,Infirmière pestiférée,Verseuchte Krankenschwester,,Enfermera infestada
zombieScreamer,entityclasses,Entity,KgNone,Screamer Zombie,Zombie hurleur,Schreier-Zombie,,Zombi gritón
zombieSnow,entityclasses,Entity,KgNone,Frozen Lumberjack,Bûcheron gelé,Erfrorener Holzfäller,,Leñador congelado
zombieSpider,entityclasses,Entity,KgNone,Spider Zombie,Zombie araignée,Spinnen-Zombie,,Araña zombi
zombieSteve,entityclasses,Entity,KgNone,Reanimated Corpse,Corps réanimé,Wiederbelebte Leiche,,Cadáver reanimado
zombieSteveCrawler,entityclasses,Entity,KgNone,Crawler,Rampeur,Kriecher,,Oruga
zombieWightFeral,entityclasses,Entity,KgNone,Feral Wight,Rôdeur féroce,Wilder Streuner,,Caminante salvaje
zombieYo,entityclasses,Entity,KgNone,Rotting Carcass,Carcasse pourrie,Verrottender Kadaver,,Cuerpo podrido
animalZombieVulture,entityclasses,Entity,New,Zombie Vulture,,Zombie-Geier,,
playersBackpack,entityclasses,Entity Info,KgNone,{0}'s backpack,Sac à dos de {0},Rucksack von {0},,La mochila de {0}
44MagBullet,items,Ammo,EnChanged,.44 Magnum Round (Ammo),Cartouches de .44 magnum,.44 Magnum Patrone (Mun),,Balas para Magnum 44
44MagBulletDesc,items,Ammo,KgNone,A .44 Magnum round used as firearm ammunition. Can be crafted once you've purchased the perk.\n [ Crafted in [dd6262]Ammunition Table[-] with a Calipers. ],Une cartouche de .44 magnum servant de munition pour arme à feu. Peut être fabriquée après l'achat de l'avantage correspondant.,"Eine .44 Magnum Patrone, die als Munition für Schusswaffen dient. Kann gefertigt werden, nachdem du die Fertigkeit erworben hast.\n [ Herzustellen im [dd6262]Munitionstisch[-] mit einem Meßschieber ]",,Balas de Mágnum de 0.44 usadas como munición de arma de fuego. Puedes fabricarlas una vez que hayas comprado el beneficio.
762mmBullet,items,Ammo,EnChanged,7.62mm Round (Ammo),"Cartouche 7,62 mm","7,62 mm Patrone (Mun)",,Bala de 7.62mm
762mmBulletDesc,items,Ammo,KgNone,A 7.62mm round used as firearm ammunition. Can be crafted once you've purchased the perk.\n [ Crafted in [dd6262]Ammunition Table[-] with a Calipers. ],"Une cartouche de calibre 7,62 mm servant de munition pour arme à feu. Peut être fabriquée après l'achat de l'avantage correspondant.","Eine 7,62 mm Patrone, die als Munition für Schusswaffen dient. Kann gefertigt werden, nachdem du die Fertigkeit erworben hast.\n [ Herzustellen im [dd6262]Munitionstisch[-] mit einem Meßschieber ]",,Balas de 7.62mm usadas como munición de arma de fuego. Puedes fabricarlas una vez que hayas comprado el beneficio.
9mmBullet,items,Ammo,EnChanged,9mm Round (Ammo),Cartouche 9 mm,9 mm Patrone (Mun),,Bala de 9mm
9mmBulletDesc,items,Ammo,KgNone,A 9mm round used as firearm ammunition. Can be crafted once you've purchased the perk.\n [ Crafted in [dd6262]Ammunition Table[-] with a Calipers. ],Une cartouche de calibre 9 mm servant de munition pour arme à feu. Peut être fabriquée après l'achat de l'avantage correspondant.,"Eine 9 mm Patrone, die als Munition für Schusswaffen dient. Kann gefertigt werden, nachdem du die Fertigkeit erworben hast.\n [ Herzustellen im [dd6262]Munitionstisch[-] mit einem Meßschieber ]",,Balas de 9mm usadas como munición de arma de fuego. Puedes fabricarlas una vez que hayas comprado el beneficio.
